RE	TF	cnt	HOTness
chrI:518534-518716	aly-1,atf-7,athp-1,cebp-1,ceh-18,ceh-2,ceh-31,ceh-34,ces-1,che-1,cog-1,crh-2,daf-16,die-1,dpl-1,dsc-1,dve-1,efl-1,elt-2,elt-3,eor-1,ets-7,fax-1,fkh-8,fos-1,hif-1,hlh-30,hlh-6,hlh-8,hmg-11,let-607,lin-35,lsy-12,lsy-2,madf-10,mdl-1,mls-2,nfya-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-90,pax-1,pha-4,pqm-1,rbr-2,ref-2,rnt-1,sdc-2,skn-1,sma-3,snpc-4,snu-23,spr-1,sptf-1,swsn-7,tbx-2,unc-130,unc-42,unc-55,unc-62,unc-86,xbp-1,zfp-2,ztf-18,ztf-26,ztf-4	73	HOT
chrI:519519-519630	.	0	cold
chrI:519871-520043	athp-1,dpl-1,efl-1,lin-35,lsy-2,unc-130,xnd-1,ztf-18	8	cold
chrI:520276-520603	.	0	cold
chrI:521453-521577	ref-2	1	cold
chrI:524286-524384	fos-1,hlh-30,nhr-25	3	cold
chrI:524576-524730	blmp-1,crh-2,elt-1,eor-1,fos-1,lsy-2,nhr-21,nhr-23,nhr-25,nhr-71,nhr-85,sma-3,sma-9,snu-23	14	cold
chrI:526189-526358	.	0	cold
chrI:527282-527403	nhr-25,rnt-1,snu-23	3	cold
chrI:527533-527701	peb-1,ref-2,rnt-1	3	cold
chrI:527964-528213	blmp-1,ceh-28,elt-1,elt-3,fos-1,lin-35,nfya-1,nhr-21,nhr-23,nhr-25,nhr-71,nhr-85,sem-4,sma-3,snu-23,swsn-7	16	cold
chrI:529276-529391	.	0	cold
chrI:529531-529732	elt-3,nhr-21,nhr-23,nhr-85,ref-2,sma-3,ztf-11	7	cold
chrI:529926-530046	hlh-30,nhr-25,nhr-85	3	cold
chrI:530228-530341	blmp-1,ceh-28,eor-1,hlh-30,nhr-23,sma-3,zip-8	7	cold
chrI:530470-530618	aly-1,nhr-25,snu-23	3	cold
chrI:531124-531289	eor-1,nhr-25	2	cold
chrI:531417-531501	ceh-36	1	cold
chrI:531633-531793	.	0	cold
chrI:532905-533040	.	0	cold
chrI:533214-533371	elt-3,nhr-25	2	cold
chrI:533493-533616	nhr-21,sma-3,tbx-2	3	cold
chrI:534276-534383	ceh-82,ces-1,daf-16,dpl-1,efl-1,hlh-30,hmg-11,lin-35,lsy-2,mdl-1,nfya-1,nhr-20,nhr-23,nhr-47,nhr-71,rnt-1,snpc-4,snu-23,swsn-7,unc-130,unc-55,xbp-1,xnd-1	23	HOT
chrI:535395-535511	aha-1,aly-2,atf-7,athp-1,blmp-1,cebp-1,ceh-16,ceh-18,ceh-28,ceh-30,ceh-31,ceh-34,ceh-36,ceh-48,ceh-82,ceh-90,ces-1,che-1,cog-1,crh-2,daf-16,die-1,dpl-1,dsc-1,duxl-1,dve-1,efl-1,egl-13,egl-5,elt-1,elt-2,elt-3,eor-1,ets-4,fkh-10,fkh-2,fkh-8,fos-1,gmeb-2,hif-1,him-1,hlh-1,hlh-30,hmg-11,hnd-1,irx-1,jun-1,let-607,lin-35,lir-3,lsy-12,lsy-2,madf-10,madf-2,mdl-1,mef-2,mls-2,nfya-1,nhr-10,nhr-102,nhr-11,nhr-12,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-76,nhr-80,nhr-84,nhr-85,nhr-90,npax-4,pag-3,pax-1,pha-2,pha-4,pop-1,pqm-1,pros-1,rbr-2,ref-2,repo-1,rnt-1,sem-4,skn-1,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,tbx-2,unc-130,unc-30,unc-42,unc-55,unc-86,vab-15,xbp-1,xnd-1,zfp-2,ztf-11,ztf-18,ztf-26,ztf-4,ztf-7	110	HOT
chrI:536372-536531	.	0	cold
chrI:536807-536945	aha-1,alr-1,aly-1,aly-2,atf-7,athp-1,attf-4,blmp-1,cebp-1,ceh-16,ceh-18,ceh-28,ceh-30,ceh-31,ceh-32,ceh-34,ceh-48,ceh-79,ceh-82,ceh-90,ces-1,che-1,cog-1,crh-2,daf-12,daf-16,dao-5,die-1,dpff-1,dpl-1,dsc-1,duxl-1,dve-1,efl-1,egl-13,egl-5,elt-1,elt-2,elt-3,eor-1,ets-4,eyg-1,fkh-10,fkh-2,fkh-8,fos-1,hif-1,him-1,hlh-1,hlh-30,hmg-11,hnd-1,irx-1,jun-1,let-607,lin-35,lir-3,lsy-12,lsy-2,madf-10,madf-2,mbf-1,mdl-1,mef-2,mls-2,mxl-1,nfya-1,nhr-10,nhr-102,nhr-11,nhr-12,nhr-20,nhr-21,nhr-23,nhr-232,nhr-237,nhr-25,nhr-47,nhr-48,nhr-71,nhr-76,nhr-80,nhr-84,nhr-85,nhr-90,pag-3,pax-1,pha-2,pha-4,pqm-1,rbr-2,rec-8,ref-2,repo-1,rnt-1,rpc-1,sem-4,skn-1,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,syd-9,tbx-2,unc-130,unc-42,unc-55,unc-86,vab-15,xbp-1,xnd-1,zfp-2,ztf-11,ztf-16,ztf-18,ztf-26,ztf-4,ztf-7	121	HOT
chrI:537292-537418	.	0	cold
chrI:538692-538889	.	0	cold
chrI:542288-542397	aly-1,ceh-48,ceh-79,ces-1,eor-1,hlh-30,let-607,lsy-2,nhr-47,repo-1,unc-55	11	cold
chrI:543386-543517	unc-55	1	cold
chrI:545591-545755	cebp-1,daf-16,dve-1,elt-2,eor-1,fos-1,hif-1,nhr-80,pha-4,pqm-1	10	cold
chrI:545802-545891	cebp-1,daf-16,dve-1,elt-2,fos-1,hif-1,pqm-1	7	cold
chrI:546585-546801	pha-4	1	cold
chrI:547209-547345	.	0	cold
chrI:547507-547677	pha-4	1	cold
chrI:548103-548232	ceh-18,crh-2,daf-16,dsc-1,eor-1,lsy-2,nhr-20,nhr-47,nhr-71,rnt-1,snu-23,swsn-7,unc-55	13	cold
chrI:548434-548553	.	0	cold
chrI:549332-549472	hlh-30	1	cold
chrI:549949-550135	.	0	cold
chrI:550411-550653	daf-16,dve-1,elt-2,fos-1,lsy-2,nhr-80,pqm-1	7	cold
chrI:556077-556319	.	0	cold
chrI:557304-557425	.	0	cold
chrI:561161-561269	eor-1	1	cold
chrI:562588-562806	elt-2	1	cold
chrI:562978-563151	.	0	cold
chrI:565023-565270	daf-16,elt-2	2	cold
chrI:566528-566728	ces-1,unc-42,zip-8	3	cold
chrI:572718-572952	nhr-25	1	cold
chrI:575146-575328	nhr-25	1	cold
chrI:597050-597217	snpc-4	1	cold
chrI:606627-606794	.	0	cold
chrI:608897-609063	ceh-18,dsc-1,nhr-71,rnt-1,snu-23	5	cold
chrI:611676-611878	ceh-18,dsc-1,nhr-71,rnt-1,snu-23	5	cold
chrI:613189-613301	hlh-30,sptf-1	2	cold
chrI:613348-613433	hlh-30,sptf-1	2	cold
chrI:618028-618164	fos-1	1	cold
chrI:629572-629766	.	0	cold
chrI:630254-630426	.	0	cold
chrI:636784-636890	cebp-1,ceh-14,ceh-2,ceh-31,ceh-48,ceh-90,cog-1,daf-16,dpl-1,efl-1,ets-4,fkh-8,hif-1,hlh-30,hlh-8,hmg-11,irx-1,lim-6,lin-35,lsy-2,nhr-80,nhr-90,ref-2,snpc-4,snu-23,tbx-2,tbx-7,unc-130,unc-55,unc-86,xbp-1,zip-5,ztf-11	33	HOT
chrI:638038-638139	pha-4,zip-8	2	cold
chrI:638327-638470	crh-2,daf-16,die-1,dsc-1,let-607,lsy-2,madf-10,nhr-47,nhr-71,nhr-90,rnt-1,rpc-1,snu-23,swsn-7,unc-55,xnd-1,zfp-2	17	cold
chrI:640131-640256	eor-1,hlh-1,rnt-1	3	cold
chrI:644872-645046	.	0	cold
chrI:649579-649717	.	0	cold
chrI:653948-654115	ceh-28,dpl-1,efl-1,eor-1,hmg-11,lsy-2,nhr-71,snu-23,unc-55	9	cold
chrI:663609-663714	ceh-82,crh-2,dpl-1,dsc-1,efl-1,elt-2,eor-1,hlh-30,hmg-11,lin-35,lsy-2,mdl-1,nfya-1,nhr-20,nhr-21,nhr-47,nhr-71,nhr-90,pha-4,snu-23,swsn-7,unc-55,unc-86,xbp-1	24	HOT
chrI:663996-664098	.	0	cold
chrI:666396-666596	snpc-4	1	cold
chrI:670816-671035	.	0	cold
chrI:678280-678385	.	0	cold
chrI:680036-680225	daf-16,dve-1,elt-2,fos-1,nhr-80,pha-4,pqm-1,skn-1	8	cold
chrI:681510-681621	.	0	cold
chrI:682958-683075	.	0	cold
chrI:691362-691571	.	0	cold
chrI:716298-716436	.	0	cold
chrI:716721-716836	cebp-1,ces-1,crh-2,daf-16,dpl-1,dve-1,efl-1,eor-1,hlh-30,hmg-11,lin-35,lsy-2,mdl-1,nfya-1,nhr-20,nhr-23,nhr-47,nhr-80,pha-4,snpc-4,snu-23,swsn-7,unc-55,xbp-1	24	HOT
chrI:717707-717881	.	0	cold
chrI:719573-719753	.	0	cold
chrI:719947-720047	athp-1,cebp-1,ceh-31,ces-1,daf-16,dpl-1,dve-1,efl-1,elt-3,eor-1,hlh-30,hmg-11,lin-35,lsy-2,mdl-1,nhr-20,nhr-23,nhr-47,pha-4,snu-23,swsn-7,unc-130,unc-55,xnd-1	24	HOT
chrI:720295-720407	zip-8	1	cold
chrI:737595-737740	.	0	cold
chrI:744841-745071	.	0	cold
chrI:745485-745662	nhr-23	1	cold
chrI:754128-754313	.	0	cold
chrI:754613-754772	daf-16,die-1,him-1,madf-10,nhr-80,nhr-90,rec-8,rpc-1,unc-130,ztf-18	10	cold
chrI:756962-757105	ceh-2,nfya-1,nhr-25,ref-2,sma-3,tbx-2	6	cold
chrI:762056-762208	zip-8	1	cold
chrI:762403-762617	.	0	cold
chrI:763414-763639	blmp-1,nhr-23,nhr-25	3	cold
chrI:766005-766257	.	0	cold
chrI:770760-770954	.	0	cold
chrI:781560-781737	.	0	cold
chrI:784075-784250	ceh-14,ces-1,unc-42	3	cold
chrI:784542-784641	ceh-36	1	cold
chrI:785296-785460	ces-1	1	cold
chrI:788066-788279	ceh-14,ceh-31,ceh-36,ceh-48,ces-1,cog-1,hlh-8,lim-6,mls-2,nfya-1,rnt-1,sptf-1,tbx-2,ttx-3,unc-42,unc-55	16	cold
chrI:788568-788815	snpc-4	1	cold
chrI:789451-789652	ces-1,unc-42	2	cold
chrI:794458-794701	ces-1,fkh-10,unc-42	3	cold
chrI:796996-797137	ceh-14,fkh-8	2	cold
chrI:798390-798548	fkh-8	1	cold
chrI:801331-801520	ces-1,fkh-10,lsy-2,nhr-47,nhr-71,sma-9,unc-42	7	cold
chrI:801577-801761	ces-1,fkh-10,lsy-2,nhr-47,nhr-71,unc-42	6	cold
chrI:802005-802167	ceh-36	1	cold
chrI:803799-803962	rpc-1	1	cold
chrI:806861-807126	.	0	cold
chrI:807609-807862	.	0	cold
chrI:809019-809152	ces-1,nfya-1,unc-42	3	cold
chrI:809264-809378	.	0	cold
chrI:810843-811049	ceh-36,mls-2	2	cold
chrI:812306-812438	.	0	cold
chrI:812587-812798	.	0	cold
chrI:814029-814182	ceh-14,ceh-31,ces-1,nfya-1,unc-42,xbp-1	6	cold
chrI:815708-815804	.	0	cold
chrI:816029-816234	elt-1,unc-3	2	cold
chrI:818178-818364	ces-1,elt-2,pha-4,sptf-1	4	cold
chrI:819533-819780	ceh-31,egl-5	2	cold
chrI:820104-820223	dve-1,elt-2,fos-1,nhr-80,pqm-1	5	cold
chrI:821584-821750	ceh-31	1	cold
chrI:822664-822993	.	0	cold
chrI:824737-824979	.	0	cold
chrI:826328-826496	ceh-18,pha-4	2	cold
chrI:828022-828228	.	0	cold
chrI:828743-828887	.	0	cold
chrI:829995-830170	pha-4	1	cold
chrI:833987-834089	.	0	cold
chrI:834647-834767	sptf-1	1	cold
chrI:834864-834966	sptf-1	1	cold
chrI:835341-835486	.	0	cold
chrI:836115-836291	nhr-21	1	cold
chrI:840510-840670	.	0	cold
chrI:843397-843543	snpc-4	1	cold
chrI:849252-849534	cebp-1,ces-1,hlh-1,lin-35,rnt-1,sptf-1,unc-42	7	cold
chrI:851683-851810	ceh-90,rnt-1	2	cold
chrI:852067-852266	atf-7,athp-1,attf-4,cebp-1,ceh-79,crh-2,daf-16,dao-5,die-1,duxl-1,dve-1,elt-2,eor-1,fos-1,hif-1,him-1,hlh-30,let-607,lir-3,lsy-12,lsy-2,madf-10,mdl-1,mxl-1,nhr-102,nhr-179,nhr-47,nhr-48,nhr-71,nhr-80,nhr-90,pha-4,pqm-1,rbr-2,rec-8,repo-1,rpc-1,sma-3,sma-9,snpc-4,snu-23,spr-1,unc-130,unc-55,unc-86,zfp-2,ztf-18,ztf-26	48	HOT
chrI:852437-852542	.	0	cold
chrI:852750-852847	.	0	cold
chrI:853271-853372	ahr-1,aly-2,ceh-14,ceh-18,ceh-2,ceh-31,ceh-34,ceh-82,ces-1,cog-1,crh-2,daf-16,dpl-1,dsc-1,dve-1,efl-1,elt-2,elt-3,eor-1,ets-4,ets-7,fax-1,fkh-10,fkh-8,fos-1,hif-1,hlh-15,hlh-30,hlh-8,hmg-11,irx-1,jun-1,lim-6,lin-35,lsy-2,madf-10,mdl-1,mls-2,nfya-1,nhr-20,nhr-25,nhr-47,nhr-71,nhr-80,nhr-90,pha-4,pqm-1,rbr-2,ref-2,rnt-1,sdc-2,sma-3,snpc-4,snu-23,sptf-1,swsn-7,tbx-2,tbx-7,ttx-3,unc-130,unc-3,unc-42,unc-55,unc-86,vab-15,xbp-1,zip-5,ztf-11,ztf-16	69	HOT
chrI:872805-872942	ceh-28,crh-2,repo-1	3	cold
chrI:873077-873272	ceh-28,ceh-48	2	cold
chrI:879814-880065	ceh-14,ces-1,crh-2,dsc-1,dve-1,egl-13,elt-2,eor-1,fkh-10,fkh-8,fos-1,hlh-30,jun-1,lin-35,lsy-2,madf-10,nhr-20,nhr-21,nhr-47,nhr-71,nhr-80,nhr-90,sma-9,snu-23,swsn-7,unc-86,xbp-1	27	HOT
chrI:880254-880361	.	0	cold
chrI:881478-881639	atf-7,cebp-1,ces-1,crh-2,daf-16,dve-1,egl-13,elt-2,eor-1,fos-1,hif-1,hlh-30,jun-1,let-607,lin-35,lsy-2,madf-10,mdl-1,nhr-102,nhr-48,nhr-71,nhr-80,nhr-84,nhr-90,pha-4,pqm-1,sma-3,sma-9,snpc-4,snu-23,swsn-7,unc-42,xbp-1	33	HOT
chrI:881831-881985	cebp-1,eor-1,fkh-10,fkh-8,hmg-11,lin-35,madf-10,mdl-1,nfya-1,nhr-47,nhr-71,nhr-90,rnt-1,unc-42,unc-55,xbp-1	16	cold
chrI:882563-882690	athp-1,ceh-79,che-1,fkh-8,lir-3,lsy-12,repo-1,rnt-1,sptf-1	9	cold
chrI:882756-882899	atf-7,athp-1,cebp-1,ceh-14,ceh-18,ceh-2,ceh-28,ceh-31,ceh-34,ceh-79,ces-1,che-1,cog-1,crh-2,dao-5,dsc-1,dve-1,egl-13,egl-5,elt-1,elt-2,eor-1,ets-4,fax-1,fkh-10,fkh-8,fos-1,hif-1,him-1,hlh-6,hmg-11,irx-1,jun-1,let-607,lin-35,lir-3,lsy-12,lsy-2,madf-10,mdl-1,mls-2,nfya-1,nhr-102,nhr-20,nhr-21,nhr-47,nhr-71,nhr-80,nhr-90,pha-2,pqm-1,pros-1,rbr-2,repo-1,rnt-1,skn-1,sma-3,sma-9,snpc-4,snu-23,sptf-1,swsn-7,tbx-2,unc-130,unc-3,unc-55,unc-86,xbp-1,ztf-11,ztf-18,ztf-26,ztf-4	72	HOT
chrI:882948-883113	atf-7,cebp-1,ceh-14,ceh-18,ceh-2,ceh-28,ceh-31,ceh-34,ceh-48,ces-1,cog-1,crh-2,daf-16,dao-5,dpl-1,dsc-1,dve-1,efl-1,egl-13,egl-5,elt-1,elt-2,eor-1,ets-4,fax-1,fkh-10,fkh-8,fos-1,hif-1,him-1,hlh-1,hlh-30,hlh-6,hmg-11,irx-1,jun-1,let-607,lin-35,lir-3,lsy-2,madf-10,mdl-1,mls-2,nfya-1,nhr-102,nhr-20,nhr-21,nhr-47,nhr-48,nhr-71,nhr-80,nhr-90,pha-2,pha-4,pqm-1,pros-1,rbr-2,rnt-1,skn-1,sma-3,sma-9,snpc-4,snu-23,swsn-7,tbx-2,unc-130,unc-3,unc-42,unc-55,unc-86,xbp-1,ztf-11,ztf-18,ztf-26,ztf-4	75	HOT
chrI:884467-884621	ceh-36,hlh-1,unc-55	3	cold
chrI:884679-884929	mdl-1	1	cold
chrI:885397-885550	ceh-36	1	cold
chrI:886298-886620	.	0	cold
chrI:887907-888015	.	0	cold
chrI:890245-890571	.	0	cold
chrI:890764-890958	cebp-1	1	cold
chrI:895057-895162	efl-1,lsy-2,unc-55,xnd-1	4	cold
chrI:896023-896132	ceh-14,ces-1,dpl-1,eor-1,lin-35,lsy-2,pha-4,unc-55	8	cold
chrI:906989-907232	xnd-1	1	cold
chrI:920486-920662	hnd-1	1	cold
chrI:927084-927316	.	0	cold
chrI:929715-929877	ces-1,egl-13,nhr-71,swsn-7,unc-86	5	cold
chrI:935113-935268	hlh-30	1	cold
chrI:935743-935976	eor-1,hlh-30,nhr-25,rpc-1,zip-8	5	cold
chrI:936622-936802	hlh-30,nhr-25	2	cold
chrI:938377-938598	nhr-25	1	cold
chrI:939545-939813	snu-23	1	cold
chrI:946080-946211	cebp-1,daf-16,die-1,dve-1,elt-2,him-1,hlh-30,lsy-2,madf-10,nhr-80,nhr-90,rec-8,rpc-1,snpc-4,snu-23,unc-130,ztf-18	17	cold
chrI:946472-946607	.	0	cold
chrI:954469-954600	dve-1,eor-1,hif-1,hlh-1,hlh-30,lsy-12,lsy-2,rnt-1,sma-9,unc-55	10	cold
chrI:954991-955117	rnt-1	1	cold
chrI:955287-955403	.	0	cold
chrI:955542-955675	ces-1,hlh-1,hlh-8,rnt-1	4	cold
chrI:957435-957594	cebp-1,daf-16,elt-2,eor-1,fos-1,nhr-80,pqm-1,rnt-1,sptf-1	9	cold
chrI:959909-960190	ztf-11	1	cold
chrI:961354-961472	daf-16,dve-1,elt-1,elt-2,eor-1,hlh-30,unc-3,unc-55	8	cold
chrI:961564-961680	daf-16,dve-1,elt-2,eor-1,fos-1,hlh-30,nhr-80,pqm-1	8	cold
chrI:963620-963759	.	0	cold
chrI:963952-964155	.	0	cold
chrI:969119-969322	.	0	cold
chrI:969439-969561	.	0	cold
chrI:973161-973278	ces-1,daf-16,dpl-1,dsc-1,efl-1,egl-13,elt-2,fos-1,hlh-30,hlh-6,hmg-11,jun-1,lsy-2,mdl-1,nhr-20,nhr-47,nhr-80,nhr-90,pha-4,pros-1,rbr-2,rnt-1,sma-3,sma-9,snu-23,swsn-7,unc-55,xbp-1,zip-8	29	HOT
chrI:973791-973931	rpc-1	1	cold
chrI:978256-978429	nhr-23,nhr-25	2	cold
chrI:978674-978825	eor-1	1	cold
chrI:979521-979726	fos-1,nhr-25,sma-3	3	cold
chrI:983046-983256	nhr-23,nhr-25,sma-9	3	cold
chrI:984432-984608	lsy-2	1	cold
chrI:985086-985218	elt-1	1	cold
chrI:985938-986155	.	0	cold
chrI:986797-986950	crh-2,daf-16,dve-1,elt-2,eor-1,fos-1,hlh-30,madf-10,mdl-1,nhr-20,nhr-80,nhr-90,pha-4,pqm-1,sma-9	15	cold
chrI:987670-987793	daf-16,elt-2,fos-1,nhr-80,pqm-1,sma-9	6	cold
chrI:989013-989148	dpl-1,eor-1,fos-1,hlh-30,nhr-23,nhr-25,pha-4,rnt-1,sma-3	9	cold
chrI:990385-990587	rpc-1,zip-8	2	cold
chrI:998468-998656	.	0	cold
chrI:999191-999391	blmp-1,ceh-28,crh-2,daf-16,dpl-1,dsc-1,efl-1,elt-3,eor-1,fos-1,hlh-30,hmg-11,jun-1,lsy-2,mdl-1,nhr-20,nhr-21,nhr-23,nhr-25,nhr-71,nhr-80,pag-3,pha-4,rbr-2,rnt-1,sem-4,sma-3,sma-9,snpc-4,snu-23,tbx-2,ztf-4	32	HOT
chrI:999971-1000171	.	0	cold
chrI:1000871-1001071	blmp-1,eor-1,fos-1,lsy-2,nhr-23,nhr-25,peb-1,pha-4,sem-4,sma-3	10	cold
chrI:1005990-1006168	fkh-8	1	cold
chrI:1014454-1014536	athp-1,efl-1,him-1,unc-130,xnd-1	5	cold
chrI:1014572-1014741	athp-1,him-1,unc-130,xnd-1	4	cold
chrI:1015060-1015195	crh-2,daf-16,dve-1,elt-2,fos-1,hlh-30,nhr-48,nhr-80,pqm-1,sma-3,sma-9	11	cold
chrI:1016942-1017115	.	0	cold
chrI:1017481-1017666	dve-1,elt-2,fos-1,hlh-30,nhr-80,nhr-90,pqm-1,sma-9	8	cold
chrI:1018934-1019066	.	0	cold
chrI:1021484-1021702	elt-2,nhr-80,pqm-1	3	cold
chrI:1022197-1022327	daf-16,dve-1,elt-2,lsy-2,nhr-80,pqm-1	6	cold
chrI:1029699-1029902	.	0	cold
chrI:1030126-1030229	ces-1,dpl-1,dsc-1,hmg-11,lin-35,lsy-2,snu-23,unc-42,unc-55	9	cold
chrI:1030853-1031077	cebp-1	1	cold
chrI:1031869-1032068	.	0	cold
chrI:1033592-1033755	.	0	cold
chrI:1033945-1034088	.	0	cold
chrI:1034312-1034430	athp-1,cebp-1,ceh-14,ceh-18,ceh-2,ceh-28,ceh-31,ceh-34,ceh-48,ceh-90,ces-1,cog-1,crh-2,dpl-1,dsc-1,dve-1,efl-1,egl-13,elt-2,eor-1,ets-4,eyg-1,fax-1,fkh-8,hif-1,hlh-30,hlh-8,hmg-11,irx-1,jun-1,lim-6,lin-35,lsy-2,madf-10,nfya-1,nhr-102,nhr-23,nhr-25,nhr-80,nhr-85,nhr-90,pha-4,pqm-1,rbr-2,rec-8,ref-2,rnt-1,sma-3,snpc-4,snu-23,sptf-1,tbx-2,tbx-7,unc-130,unc-42,unc-55,unc-86,vab-15,xbp-1,xnd-1,zfp-2,zip-5,ztf-11,ztf-16,ztf-18	65	HOT
chrI:1038254-1038429	xnd-1	1	cold
chrI:1041005-1041194	unc-130,xnd-1	2	cold
chrI:1046354-1046574	.	0	cold
chrI:1049247-1049361	atf-7,cebp-1,ceh-28,daf-16,dve-1,efl-1,elt-2,eor-1,fos-1,hlh-30,hmg-11,lin-35,lsy-2,madf-10,nhr-20,nhr-47,nhr-71,nhr-80,nhr-90,pha-4,skn-1,sma-3,snu-23,swsn-7,unc-55,ztf-7	26	HOT
chrI:1050429-1050587	.	0	cold
chrI:1051880-1052043	ceh-28,ceh-48	2	cold
chrI:1052229-1052370	cebp-1,daf-16,elt-2,fos-1,nhr-80,pha-4	6	cold
chrI:1053708-1053847	cebp-1,ceh-18,ceh-31,ceh-34,ceh-48,ces-1,crh-2,efl-1,egl-13,egl-5,eor-1,fkh-10,fkh-8,him-1,hlh-30,hmg-11,lin-35,lsy-2,madf-10,mdl-1,mef-2,nfya-1,nhr-20,nhr-47,nhr-71,rbr-2,ref-2,skn-1,snpc-4,snu-23,sptf-1,swsn-7,tbx-2,unc-42,unc-55,unc-86,xbp-1,ztf-18	38	HOT
chrI:1061974-1062338	cebp-1,ceh-14,ceh-18,ceh-28,ceh-31,ceh-48,ceh-82,ces-1,crh-2,daf-16,die-1,dpl-1,dsc-1,duxl-1,efl-1,egl-13,elt-1,eor-1,fkh-10,fkh-8,fos-1,hif-1,him-1,hlh-1,hlh-30,hlh-8,hmg-11,irx-1,jun-1,lin-35,lsy-2,madf-10,mdl-1,mef-2,mls-2,nfya-1,nhr-20,nhr-21,nhr-47,nhr-48,nhr-71,pros-1,rbr-2,ref-2,rnt-1,sem-4,skn-1,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,tbx-2,unc-130,unc-3,unc-42,unc-55,unc-86,xbp-1,ztf-18,ztf-4	62	HOT
chrI:1067084-1067199	aha-1,aly-2,atf-7,cebp-1,ceh-18,ceh-28,ceh-31,ceh-34,ceh-82,ceh-90,ces-1,cog-1,crh-2,daf-16,dpl-1,dsc-1,duxl-1,dve-1,efl-1,egl-13,egl-5,elt-1,elt-2,elt-3,eor-1,fkh-10,fkh-8,fos-1,hif-1,him-1,hlh-1,hlh-30,hmg-11,irx-1,jun-1,let-607,lin-35,lir-3,lsy-12,lsy-2,madf-10,madf-2,mdl-1,mef-2,nfya-1,nhr-10,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pax-1,pha-4,pros-1,rbr-2,ref-2,repo-1,rnt-1,sem-4,skn-1,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,tbx-2,unc-130,unc-42,unc-55,unc-86,xbp-1,xnd-1,ztf-11,ztf-18,ztf-26,ztf-4,ztf-7	85	HOT
chrI:1068159-1068338	aha-1,aly-1,atf-7,athp-1,cebp-1,ceh-14,ceh-18,ceh-2,ceh-22,ceh-28,ceh-31,ceh-32,ceh-34,ceh-82,ceh-9,ces-1,cog-1,daf-16,dpl-1,dsc-1,dve-1,efl-1,egl-13,elt-2,eor-1,ets-4,ets-7,fax-1,fkh-10,fkh-8,fos-1,hif-1,him-1,hlh-1,hlh-30,hlh-6,hlh-8,hmg-11,irx-1,jun-1,let-607,lim-6,lin-35,lir-3,lsy-12,lsy-2,madf-10,madf-2,mdl-1,mls-2,nfya-1,nhr-102,nhr-20,nhr-21,nhr-47,nhr-48,nhr-71,nhr-76,nhr-80,nhr-90,peb-1,pha-2,pqm-1,pros-1,rbr-2,ref-2,repo-1,rnt-1,sdc-2,sma-3,snpc-4,snu-23,spr-1,sptf-1,swsn-7,syd-9,tbx-2,tbx-7,unc-3,unc-42,unc-55,unc-86,xbp-1,zfp-2,ztf-11,ztf-16,ztf-18,ztf-26,ztf-4	89	HOT
chrI:1068380-1068591	atf-7,athp-1,blmp-1,cebp-1,ceh-14,ceh-18,ceh-2,ceh-22,ceh-28,ceh-30,ceh-31,ceh-32,ceh-34,ceh-82,ces-1,cog-1,crh-2,daf-16,dpl-1,dsc-1,dve-1,efl-1,egl-13,elt-2,eor-1,ets-4,ets-7,fax-1,fkh-10,fkh-8,fos-1,hif-1,him-1,hlh-30,hlh-8,hmg-11,jun-1,let-607,lim-6,lin-35,lir-3,lsy-12,lsy-2,mdl-1,mef-2,mls-2,nfya-1,nhr-102,nhr-20,nhr-21,nhr-47,nhr-48,nhr-71,nhr-80,nhr-90,pha-4,pqm-1,rbr-2,ref-2,repo-1,rnt-1,sdc-2,sem-4,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,syd-9,tbx-2,unc-3,unc-42,unc-55,unc-86,xbp-1,zfp-2,ztf-11,ztf-16,ztf-18,ztf-26,ztf-4	83	HOT
chrI:1069233-1069406	hlh-1,nfya-1,rnt-1	3	cold
chrI:1069666-1069808	athp-1,ceh-34,ceh-48,daf-16,elt-2,eor-1,jun-1,mdl-1,nhr-80,snpc-4,vab-15	11	cold
